obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	fik	log_gf	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"834.6120"	"834.6119"	"15*"	"1.15e+06"	"1.54e-02"	"-0.967"	D+	"47957.045"	"59935.370"	"3s.3d"	"3D"	"3"	"3s.8f"	"3F*"	"4"		"T6298c72,LS"	"L6095"	
"834.6120"	"834.6128"	"15*"	"9.59e+05"	"1.67e-02"	"-1.300"	D	"47957.058"	"59935.370"	"3s.3d"	"3D"	"1"	"3s.8f"	"3F*"	"2"		"T6298c72,LS"	"L6095"	
"871.0175"	"871.0174"	"10"	"7.97e+05"	"2.72e-02"	"-1.565"	D	"47841.119"	"59318.793"	"3s.4p"	"3P*"	"0"	"3s.7d"	"3D"	"1"		"T6298c72,LS"	"L6095"	
""	"871.2676"	""	"5.98e+05"	"6.81e-03"	"-1.690"	D	"47844.414"	"59318.793"	"3s.4p"	"3P*"	"1"	"3s.7d"	"3D"	"1"		"T6298c72,LS"	""	
"871.2689"	"871.2689"	"12"	"1.07e+06"	"2.04e-02"	"-1.213"	D+	"47844.414"	"59318.775"	"3s.4p"	"3P*"	"1"	"3s.7d"	"3D"	"2"		"T6298c72,LS"	"L6095"	
""	"871.7803"	""	"3.98e+04"	"2.72e-04"	"-2.866"	E	"47851.162"	"59318.793"	"3s.4p"	"3P*"	"2"	"3s.7d"	"3D"	"1"		"T6298c72,LS"	""	
""	"871.7816"	""	"3.58e+05"	"4.08e-03"	"-1.690"	D	"47851.162"	"59318.775"	"3s.4p"	"3P*"	"2"	"3s.7d"	"3D"	"2"		"T6298c72,LS"	""	
"871.7825"	"871.7825"	"13"	"1.43e+06"	"2.29e-02"	"-0.941"	D+	"47851.162"	"59318.764"	"3s.4p"	"3P*"	"2"	"3s.7d"	"3D"	"3"		"T6298c72,LS"	"L6095"	
""	"873.6006"	""	"2.86e+05"	"3.27e-03"	"-1.786"	E	"47957.027"	"59400.763"	"3s.3d"	"3D"	"2"	"3s.7f"	"3F*"	"2"		"T6298c72,LS"	""	
""	"873.6020"	""	"8.05e+03"	"6.58e-05"	"-3.337"	E	"47957.045"	"59400.763"	"3s.3d"	"3D"	"3"	"3s.7f"	"3F*"	"2"		"T6298c72,LS"	""	
""	"873.6020"	""	"2.04e+05"	"2.33e-03"	"-1.788"	E	"47957.045"	"59400.763"	"3s.3d"	"3D"	"3"	"3s.7f"	"3F*"	"3"		"T6298c72,LS"	""	
"873.6021"	"873.6006"	"17*"	"1.62e+06"	"2.60e-02"	"-0.886"	D+	"47957.027"	"59400.763"	"3s.3d"	"3D"	"2"	"3s.7f"	"3F*"	"3"		"T6298c72,LS"	"L6095"	
"873.6021"	"873.6020"	"17*"	"1.83e+06"	"2.69e-02"	"-0.725"	C	"47957.045"	"59400.763"	"3s.3d"	"3D"	"3"	"3s.7f"	"3F*"	"4"		"T6298c72,LS"	"L6095"	
"873.6021"	"873.6029"	"17*"	"1.54e+06"	"2.93e-02"	"-1.056"	D+	"47957.058"	"59400.763"	"3s.3d"	"3D"	"1"	"3s.7f"	"3F*"	"2"		"T6298c72,LS"	"L6095"	
""	"880.6756"	""	"6.29e-06"	"1.22e-13"	"-12.44"	B	"35051.264"	"46403.065"	"3s.3p"	"1P*"	"1"	"3s.3d"	"1D"	"2"	M2	"c43"	""	
"880.6757"	"880.6756"	"50"	"1.27e+07"	"2.45e-01"	"-0.134"	A	"35051.264"	"46403.065"	"3s.3p"	"1P*"	"1"	"3s.3d"	"1D"	"2"		"c45"	"L6095"	
"892.3569"	"892.3569"	"20"	"5.86e+05"	"2.10e-02"	"-1.678"	B	"43503.333"	"54706.536"	"3s.4s"	"1S"	"0"	"3s.5p"	"1P*"	"1"		"T5539"	"L6095"	
